txid	vin	sig_index	prev_txid	prev_vout	r_hex	r_dec	s_hex	s_dec	sighash_byte	sighash_name	der_strict	low_s	pubkey	pubkey_h160	prevout_type	z_method	is_target_key	verify_openssl	verify_pure	verify_zalt	block_height	block_time
042b7560a74d3d74bd2464160953fe7bc388881ebb00e50ed218dca7a4ec13af	7	0	750c22a6ad39a2c68399e3e788856a5301bf916d48061270fe96aca69f0a3379	1	ab1d0104cf9c2de63be4e368d71d203ae34c2b11412efb7b2f061363707c30d9	77396742704067151827103548045121658209427858509201687792773235146812842324185	6fb65fe6a8b41921a9815ba7b7a6706668829098f8f9d9651ce8af89d0422fe8	50528954242989466695778884361191894490356611661738710377538106350264754778088	0x01	SIGHASH_ALL	1	1	03507a40492642239fc7eae74bc1f1beb15a6079ea3702cfdaeec2268bb00bcbd0	44b3bc489a4fd48a3da0114bb1fad92b3935a57b	p2pkh	legacy	1	True	1	1	748793	1660111309
042b7560a74d3d74bd2464160953fe7bc388881ebb00e50ed218dca7a4ec13af	8	0	78add58551b0b6825c59e08e70650b8fe5ee896f62f0571478a2a3d7da851918	1	bb6d2468b4d1eb262ad3d2dea423635ee4614dcc14fc85eac9443513e8eca154	84775340300877164345179802792588544128418598367910306363301294558531732414804	7f20dea91dac0f5b2908da32129d5dad8749dae5a2c6d26f93fd19f4a305c043	57501807623192551706223826717042069777672023820995100003165350098317175275587	0x01	SIGHASH_ALL	1	1	03507a40492642239fc7eae74bc1f1beb15a6079ea3702cfdaeec2268bb00bcbd0	44b3bc489a4fd48a3da0114bb1fad92b3935a57b	p2pkh	legacy	1	True	1	1	748793	1660111309
042b7560a74d3d74bd2464160953fe7bc388881ebb00e50ed218dca7a4ec13af	9	0	7d82fa0946c6ce5a5ab1ee939d8bbaaa3443a41f036ca7c42cf79fd0037b9807	1	cf2be921095b049720d04835dfe37a095c51c8c49e6ef76889c04a83eaec8016	93706343078083908366878966847208812764914124143562313887895585788761706627094	1e554923b4028ab47074f2686695a439f962827802c4819c611daa77bae0765c	13720072248042861523347988260133332203522148334190965714436361526175527368284	0x01	SIGHASH_ALL	1	1	03507a40492642239fc7eae74bc1f1beb15a6079ea3702cfdaeec2268bb00bcbd0	44b3bc489a4fd48a3da0114bb1fad92b3935a57b	p2pkh	legacy	1	True	1	1	748793	1660111309
042b7560a74d3d74bd2464160953fe7bc388881ebb00e50ed218dca7a4ec13af	10	0	7fbfb481be05f589933788b6e2a1776ee156f47afd2995d781664efaaf53c6be	1	6b08c9396e20bef37d5353fe2f4528952ea8fb09d0a58c35c3b3b0e45806af0e	48412998374258218528127057622356236616613456956829769784248981876998222032654	28b242b4fc7a714da1ca35c4f0a3e4d73906564796fef1be6f0c7b99aa550a50	18407473115499563670701546206482286148347702973557378513687875067368204208720	0x01	SIGHASH_ALL	1	1	03507a40492642239fc7eae74bc1f1beb15a6079ea3702cfdaeec2268bb00bcbd0	44b3bc489a4fd48a3da0114bb1fad92b3935a57b	p2pkh	legacy	1	True	1	1	748793	1660111309
042b7560a74d3d74bd2464160953fe7bc388881ebb00e50ed218dca7a4ec13af	11	0	846ca38412350875fd319ccae1d10d71fe20f53f7b158891cfa8270705a57be3	1	d93d4770e30b9d10a3f6913db1e3113dc771e40bea938a7b52fc27496002c195	98260158880935604312038544734518293516210279976109896252877139483295643517333	75dfec2ac706a23bc9ae593d305b67050153cc86008062fa953a0c166a21e677	53316240145103224736692947306216009908293875790568981619470680434641687668343	0x01	SIGHASH_ALL	1	1	03507a40492642239fc7eae74bc1f1beb15a6079ea3702cfdaeec2268bb00bcbd0	44b3bc489a4fd48a3da0114bb1fad92b3935a57b	p2pkh	legacy	1	True	1	1	748793	1660111309
042b7560a74d3d74bd2464160953fe7bc388881ebb00e50ed218dca7a4ec13af	12	0	84e4e4534ecfc3c693a04e543c50085290d41343a3084e91e8f407b5287901ea	1	718faf1b2051d3936a86445a67f58fd6e1c067391d3bf16d4e30aaf63ea217e8	51365219557105313996998967989272368253541416869710776296648649785492296046568	064eda7e9ddf7a64b9eb0539b2ea07be5ae4dbabf25e08b6b06d0c0587704ca6	2853199156835156061578123039194517502694313054773422859702510003843171896486	0x01	SIGHASH_ALL	1	1	03507a40492642239fc7eae74bc1f1beb15a6079ea3702cfdaeec2268bb00bcbd0	44b3bc489a4fd48a3da0114bb1fad92b3935a57b	p2pkh	legacy	1	True	1	1	748793	1660111309
042b7560a74d3d74bd2464160953fe7bc388881ebb00e50ed218dca7a4ec13af	13	0	8fe48ed24989109ed140a74161f2bcf1bf4e2b5270ace58ee83bf03fd472c390	1	218302d12110896177494438c8797ee5e37a46ea8823b86364495dd3f74b6c66	15157800410337414584713894058690028769435243900341054003081909821349445725286	1e3a1f92a753c61fcdd80b047bb3e3a38bfbd9a81419b75a0ef83f7444f76a2a	13672080495165717155370037026535963745735274820839366574256354005713744783914	0x01	SIGHASH_ALL	1	1	03507a40492642239fc7eae74bc1f1beb15a6079ea3702cfdaeec2268bb00bcbd0	44b3bc489a4fd48a3da0114bb1fad92b3935a57b	p2pkh	legacy	1	True	1	1	748793	1660111309
042b7560a74d3d74bd2464160953fe7bc388881ebb00e50ed218dca7a4ec13af	14	0	977c3c473d60cd539f2f82815e6028f6dd722c7d03d1a0d113d8afa0997406db	1	137d5d7d9834fa3d12ac25035d6ad5b3a4e7d031932c29a3ffa4c25bf8dcd88d	8815445254612206347291262550761481651545632349059163315620066628039874500749	60d2033b21cfbc35a7a1c4f94e5999444bb10b266faf4547d201251cf71a3b82	43793093647033690653683516800655132084280122814594437983574402702112930282370	0x01	SIGHASH_ALL	1	1	03507a40492642239fc7eae74bc1f1beb15a6079ea3702cfdaeec2268bb00bcbd0	44b3bc489a4fd48a3da0114bb1fad92b3935a57b	p2pkh	legacy	1	True	1	1	748793	1660111309
042b7560a74d3d74bd2464160953fe7bc388881ebb00e50ed218dca7a4ec13af	15	0	aed39c3c6932769a5a0ad611ac9d838efda4ea2623f150cb7b91dc915441da13	1	80752e665438022f24b9dd25de4771808d360ce20c2c7b28c1acc02f8bd7c1e0	58103085964352954167407909667597107118560583842193174352314304742941789766112	5593cfb4f6e4ac6db4b54d2201c3edf2cd657296da189a3c1470d18cb9b52ace	38707752188385145834211491131188801843313389009178570023645105981036481030862	0x01	SIGHASH_ALL	1	1	03507a40492642239fc7eae74bc1f1beb15a6079ea3702cfdaeec2268bb00bcbd0	44b3bc489a4fd48a3da0114bb1fad92b3935a57b	p2pkh	legacy	1	True	1	1	748793	1660111309
042b7560a74d3d74bd2464160953fe7bc388881ebb00e50ed218dca7a4ec13af	16	0	bb1d99ebfefe065240add85c7d7f5262d04b4cd05798fb41e55ea90292d96046	1	c9e92b6efb41f6c8755e1e4bcab993691af25a49dba17f8ba2f3b11ae7f14eb7	91326857698477474215565706270986915092392534801473205569417983099230407970487	20d8670d924a1fee80ee5fc94bdee57ec79e872c326718bb3e169df34e2de8bf	14856361366415769274275547693954446646246915488473258583777479736032972630207	0x01	SIGHASH_ALL	1	1	03507a40492642239fc7eae74bc1f1beb15a6079ea3702cfdaeec2268bb00bcbd0	44b3bc489a4fd48a3da0114bb1fad92b3935a57b	p2pkh	legacy	1	True	1	1	748793	1660111309
042b7560a74d3d74bd2464160953fe7bc388881ebb00e50ed218dca7a4ec13af	17	0	bc8d4d0b84de0a931d6a38b17b59012c9f31769347160dad396487f57baa9d63	1	12655f8ff22dbc3279ba4dbff66064d854fc3fd9efeff9c2452d600b35e72d49	8320742374721119245361910796017299206396866405093579233426848978284252179785	28325800031bf292496256a70ce8ba49780ddb681761572c6180cb3b9032e3e4	18181463650575526149055953031624565263250250055509633775420209379534762599396	0x01	SIGHASH_ALL	1	1	03507a40492642239fc7eae74bc1f1beb15a6079ea3702cfdaeec2268bb00bcbd0	44b3bc489a4fd48a3da0114bb1fad92b3935a57b	p2pkh	legacy	1	True	1	1	748793	1660111309
042b7560a74d3d74bd2464160953fe7bc388881ebb00e50ed218dca7a4ec13af	18	0	d025f41f41d8315cdc63c33bf7a176b11f517d0cd64f8c7e0c46a652ab61f9b4	1	bbdd8e50a9d9b6ebcc8ce0583305ab8e1a44c074b8973d600edf810e48bcdff2	84973958109051155051837887662380170303283839190376146275772368333024951853042	2bcb61bef62de83ac1fbc9f5ccd4e513881b4cae6eb548d182606d01962e2650	19808797060941681017456853488970587038986302047805004451262043698866754037328	0x01	SIGHASH_ALL	1	1	03507a40492642239fc7eae74bc1f1beb15a6079ea3702cfdaeec2268bb00bcbd0	44b3bc489a4fd48a3da0114bb1fad92b3935a57b	p2pkh	legacy	1	True	1	1	748793	1660111309
042b7560a74d3d74bd2464160953fe7bc388881ebb00e50ed218dca7a4ec13af	19	0	e1c3ee1ef7316569d30806475b565b2e635303bcdaedaab840507a25d172c0fe	1	0a8297f3da83e03372547ae6bf8f243ab3ad62a8d2cbda7c83cff647379c7c54	4753867342231589474371645196774516713920222928869302458691738762355087801428	02a56bde0f9c30535c705e10e191a9c7c4981bb802348d1709219193261f587b	1196899936466169597951231746885960292319624465252425959545133459390989293691	0x01	SIGHASH_ALL	1	1	03507a40492642239fc7eae74bc1f1beb15a6079ea3702cfdaeec2268bb00bcbd0	44b3bc489a4fd48a3da0114bb1fad92b3935a57b	p2pkh	legacy	1	True	1	1	748793	1660111309
042b7560a74d3d74bd2464160953fe7bc388881ebb00e50ed218dca7a4ec13af	20	0	f1633eddde064b98da3914f751b19c1dedf1ab7a1cd4d3b654dd495b44d4ee34	1	2b89a1789d362d7f167f6125abf850daae5d9499514ed54b135ad818867379c6	19692624969866843905495268604134952431287372293363586036002189679478869031366	63ead1de3fa7b2e7dfd2fc80de3a4e2c2ba0bbb9d53c0be885f6a45f9822d1cb	45193862679699815398212986409393933148862048586077089829171169788473655873995	0x01	SIGHASH_ALL	1	1	03507a40492642239fc7eae74bc1f1beb15a6079ea3702cfdaeec2268bb00bcbd0	44b3bc489a4fd48a3da0114bb1fad92b3935a57b	p2pkh	legacy	1	True	1	1	748793	1660111309
042b7560a74d3d74bd2464160953fe7bc388881ebb00e50ed218dca7a4ec13af	21	0	f2ec44ae5cc9ef3dd833e617f027f7bef94ce23ea36875561b49c87a1d5e54b8	1	94cdb153d7eba253038ce64b2367307ec6139524ee1fe23f541932b98aceeb28	67305729108121026516642115878473275781600896235064699337925050497280374663976	74cd724e650ae9d2f99443250f31a8ea87150a65b84fe6e05f5e0fffd728d945	52831282996538874961684768703842849889157250662038377740129013059650924894533	0x01	SIGHASH_ALL	1	1	03507a40492642239fc7eae74bc1f1beb15a6079ea3702cfdaeec2268bb00bcbd0	44b3bc489a4fd48a3da0114bb1fad92b3935a57b	p2pkh	legacy	1	True	1	1	748793	1660111309
042b7560a74d3d74bd2464160953fe7bc388881ebb00e50ed218dca7a4ec13af	22	0	f3a910b39e9a8416575eab98caa4e2568c4011265cc31839c16de70923b6f7e6	1	8797a37aae1a0aa2bf9d010c5f35eb27f77f67fb6bda234c3ba61698f27f189b	61330156757625570339362052787732517890054279102815561246352420329203280320667	1e479dc03448fae91f189947be30c635bfb7569d9fa970184b5ad5c5ccf34d37	13695920355089724596672605151240988849124225984378008739658371404051235687735	0x01	SIGHASH_ALL	1	1	03507a40492642239fc7eae74bc1f1beb15a6079ea3702cfdaeec2268bb00bcbd0	44b3bc489a4fd48a3da0114bb1fad92b3935a57b	p2pkh	legacy	1	True	1	1	748793	1660111309
042be4d03371717a642c8b48eaa6d4498fc13b64cbda860d41672461392bf317	0	0	aec29bf76116031b1172887e406d44638f359630fdf4f918ec2f7987a3ceb2d1	3	7ac6f7e7c5033ac1e8f2fde511c95a2606fc36307fe6fdd2a2b6c8a25752889b	55533714225827806866579185472288473767798454862036481614250858412579015002267	1d9eb49847eb813bc2ae02a7fca6be680ebf1512125adf59a13a109b17289aa2	13397480864978079466619974645819437153062515356882106398327091919194356751010	0x01	SIGHASH_ALL	1	1	0381a7e33ab6f31fbc5a145c8cc6a86761560d454776f9cd0d9bdb7731e40534f8	0cf60bbd80434468c1d5ee0fde77ab48c6a0d65a	p2sh	legacy	0	True		1	447007	1483776143
042be4d03371717a642c8b48eaa6d4498fc13b64cbda860d41672461392bf317	0	1	aec29bf76116031b1172887e406d44638f359630fdf4f918ec2f7987a3ceb2d1	3	71dbbe8b01f33200bf7b9c44f707a7a30f1be99dbca43d016e3b65da09ef895d	51499606476539402040546095619433739301046764989251118033871943864387617392989	06d47c96efa359db63c76f8476c57dc29718b873b89a7712b2841651c897dcde	3089308555008454324731016081563536174962342781949365565695526857565854489822	0x01	SIGHASH_ALL	1	1	03c511b8fe3a5e60ad16bb14b0865f8a3f192ddb386c4f8d23f72edd24764e0e23	efb581a9340943a9c20d5d1112c499c41f129265	p2sh	legacy	0	True		1	447007	1483776143
042be4d03371717a642c8b48eaa6d4498fc13b64cbda860d41672461392bf317	1	0	a0ff0d416ce7ef4fa18903ce50b3a1c0a77e6b843949b63f85437e7ab3d7a94b	0	b02dc6ad1e3020fe2fbf9495d832b8c5a94eb13f84d3b293dd56a06f4e27b5c1	79687940681596517419543510694032127970514903846143877586789242207229555750337	68de53c6537d11ccf193127ec425683dc40e415c1958a17ec599e34511ae5a5b	47433354492849100254919671268441166135019985133879034290250196272859386370651	0x01	SIGHASH_ALL	1	1	0381a7e33ab6f31fbc5a145c8cc6a86761560d454776f9cd0d9bdb7731e40534f8	0cf60bbd80434468c1d5ee0fde77ab48c6a0d65a	p2sh	legacy	0	True		1	447007	1483776143
042be4d03371717a642c8b48eaa6d4498fc13b64cbda860d41672461392bf317	1	1	a0ff0d416ce7ef4fa18903ce50b3a1c0a77e6b843949b63f85437e7ab3d7a94b	0	cbfb9132b878b9d9893662dc27528097a1715e5e8809439e12d2ae4d8f31af4e	92263988996307194748559242375973892508340738993981661508945113467190049353550	0661281119661159ce2073abbf9291dcf8366dfaaa294628b097dccfaf2fbfa3	2885537787630862113910539563453478410417892641314310277493320356820285374371	0x01	SIGHASH_ALL	1	1	03c511b8fe3a5e60ad16bb14b0865f8a3f192ddb386c4f8d23f72edd24764e0e23	efb581a9340943a9c20d5d1112c499c41f129265	p2sh	legacy	0	True		1	447007	1483776143
0432ff7161b280f5f832e47d154a5318152d0547527e6aa3f333d24140b66ee2	0	0	57c3c5d4d4808717d60c58276ac89f3252236d321ad9b011625f9d14b3648db0	2	d230834181a15532c1cf7722b907552fa861b9097f69c1e7bdf542452ec8979e	95071412756414921026882934402271600153787236981760145812791223127831571109790	6f36d8df2ed6f519704f4bde09b13ecca4c22dcb8cdb0cefda5eb59609bb27cc	50303632728452409169679769004110385410455519794207338177486438563820752021452	0x01	SIGHASH_ALL	1	1	03c11478beca495a8e4aeca674c9f92413d326d748a8b9c09dd49a12b7a7a96520	c7bc7d573350a2fb5b5b19286307f8f28d2050ea	p2sh	legacy	0	True		1	440474	1480053610
0432ff7161b280f5f832e47d154a5318152d0547527e6aa3f333d24140b66ee2	0	1	57c3c5d4d4808717d60c58276ac89f3252236d321ad9b011625f9d14b3648db0	2	75fb524922ef2b4f1cc9a81e668e329b7a7f6ec47d36a7d1142ab328e1493cf4	53364649812457091843595308594721778557048141576109026494825027629884138667252	357588a1bf69058af46bf1a539d9b8dc51c02d5455231b3e7b21ed8456bfe362	24180245079704617588523091027828798423526892777805572869780319179189350556514	0x01	SIGHASH_ALL	1	1	03c511b8fe3a5e60ad16bb14b0865f8a3f192ddb386c4f8d23f72edd24764e0e23	efb581a9340943a9c20d5d1112c499c41f129265	p2sh	legacy	0	True		1	440474	1480053610
0432ff7161b280f5f832e47d154a5318152d0547527e6aa3f333d24140b66ee2	1	0	6d3b3e0aa3c745f987cdc96ce6b59d3d20379e778d2ccb1cb051db1572edde66	0	7e33fa1149fcaace547347b1f992497fa360b44a9e52a7216f40453c20c8b107	57083254024492792071892435325401231938901078531452356477861106469104232476935	5295c0edb40f30ac18217fa077482d07ddc228ee9d0a7b6ff731fadf7a3d55d2	37354245340248228370378869129347828237831713406819676905669298986624237786578	0x01	SIGHASH_ALL	1	1	03c11478beca495a8e4aeca674c9f92413d326d748a8b9c09dd49a12b7a7a96520	c7bc7d573350a2fb5b5b19286307f8f28d2050ea	p2sh	legacy	0	True		1	440474	1480053610
0432ff7161b280f5f832e47d154a5318152d0547527e6aa3f333d24140b66ee2	1	1	6d3b3e0aa3c745f987cdc96ce6b59d3d20379e778d2ccb1cb051db1572edde66	0	bd9f5f8d21a65fb6d8ae681fdaaba262be1c833354bf8934871ec039ecd1204d	85768716536336283553812975020466297792446779480742333875956066894132974526541	4f76320586a708dd9ee3e988ae273d0a158e48aa79dfe0795c168569c71ee7f5	35941548228019528041820647816603404014998192994574866970778908179949548398581	0x01	SIGHASH_ALL	1	1	03c511b8fe3a5e60ad16bb14b0865f8a3f192ddb386c4f8d23f72edd24764e0e23	efb581a9340943a9c20d5d1112c499c41f129265	p2sh	legacy	0	True		1	440474	1480053610
04399229fc4f9026e550533ee5df2dab2eb0de1558b5a6adebd437dce5ba4a5b	0	0	a4aa5280cb6978b9da16d616f4184b05767b345fc6a66fe93aed8e0045a56ea6	2	31c6fc6de818107f95bfb2548861b0087f96ccf57c2c1c28bd2b2e1ce48dbdf2	22514907502562102275366201275965698209196630969836333593903526945381984091634	79a90c1a0cb82104c9a12fd112f5c498b3c86b2fd68e6dd743288ec83236ca00	55028535355777048546221158031745344402075401751621223113269435526864799451648	0x01	SIGHASH_ALL	1	1	027253dd2100f7a59535d8d59621e32b7aeae0e93e553f86b52997407b61ce28f1	c21d8d36dfbd3c94bdc726d9716370df148bbae8	p2sh	legacy	0	True		1	444371	1482294444
04399229fc4f9026e550533ee5df2dab2eb0de1558b5a6adebd437dce5ba4a5b	0	1	a4aa5280cb6978b9da16d616f4184b05767b345fc6a66fe93aed8e0045a56ea6	2	70a63a92345cb006f471005b20b055b644f8ddeaab31294fa6687c898a25cb2a	50952739897033743189551661979999445173461958363932458191340877090916839836458	465a6f90708d5813468986364c277a82d8834b1180e7fb9e76eeb904ef363e28	31821685624588637832134096078521290530247630640039817877565850435232948698664	0x01	SIGHASH_ALL	1	1	03c511b8fe3a5e60ad16bb14b0865f8a3f192ddb386c4f8d23f72edd24764e0e23	efb581a9340943a9c20d5d1112c499c41f129265	p2sh	legacy	0	True		1	444371	1482294444
04399229fc4f9026e550533ee5df2dab2eb0de1558b5a6adebd437dce5ba4a5b	1	0	e912806bdbcaadb95bae63d22a8348bc4f0302bdb35a3b0c47b4a3ac1fe075bc	0	a3c9759569f091efd67dd7e6dc5e8155bb2d08095ff6f15ec76a1f4a928a4cca	74082942111604259866647367589079711020046163838378279248260320830004155534538	379adbfd6020a17366dd7694183201c08b95360120e6215bc2b10c04fbaecb1d	25150819433495379947924102408936552838912142420887696964616806797088075467549	0x01	SIGHASH_ALL	1	1	027253dd2100f7a59535d8d59621e32b7aeae0e93e553f86b52997407b61ce28f1	c21d8d36dfbd3c94bdc726d9716370df148bbae8	p2sh	legacy	0	True		1	444371	1482294444
04399229fc4f9026e550533ee5df2dab2eb0de1558b5a6adebd437dce5ba4a5b	1	1	e912806bdbcaadb95bae63d22a8348bc4f0302bdb35a3b0c47b4a3ac1fe075bc	0	270533a0d080df6b815b80c8f71d94f60d245b892a582d0348396bd3cd2bcd45	17649391654684405965962848970847228756151508294021068074329817641187780840773	7183b61e79f2079de017bb39a46f633efdd614cefc6ffad7fc2700819daa10e1	51344065794870938687668920894359196412994088002718248108652102251343908573409	0x01	SIGHASH_ALL	1	1	03c511b8fe3a5e60ad16bb14b0865f8a3f192ddb386c4f8d23f72edd24764e0e23	efb581a9340943a9c20d5d1112c499c41f129265	p2sh	legacy	0	True	1	1	444371	1482294444
044254c044b36012afc15fa28602fcac74bae313a0e86435748d86feff99f542	0	0	ce5ec1f08c11e9e5a1510c6267abd18e41a1fa55d80d431dc0ec60e0780295de	2	8aec50521077f575c8cc58302eeeee64cd003ce25df6ab8d5dd4504e8763b14d	62836703363936175115198375663411120052149331939544302055704980663799713608013	11ee1bea40d7d03d7ad5b88bbece2fe491ffe1392bb2ab9653b338f3d53e394c	8110020689940434697031296410366381510156937453549557562167489799293742496076	0x01	SIGHASH_ALL	1	1	0299d1a84fcdf037d7cd3902b798caefe9d71137cd8e4376e63c3c7acec14ffd2a	347347d88503f0159b56238e7ee5cd3cf2ae2313	p2sh	legacy	0	True		1	444529	1482379069
044254c044b36012afc15fa28602fcac74bae313a0e86435748d86feff99f542	0	1	ce5ec1f08c11e9e5a1510c6267abd18e41a1fa55d80d431dc0ec60e0780295de	2	61769ad6acb20c81ed67241eedaee4ed423ddbcc166b36eb347bba4c520a606d	44083902922773640758779840453771602739228298430566310895740099192380256313453	7458f92d9e4d114dd7ef01521d821fc44b1b06f66dae0530a6cbe1378875c180	52625492742068395597409526325420463432047702210870823613385947316992823640448	0x01	SIGHASH_ALL	1	1	03c511b8fe3a5e60ad16bb14b0865f8a3f192ddb386c4f8d23f72edd24764e0e23	efb581a9340943a9c20d5d1112c499c41f129265	p2sh	legacy	0	True		1	444529	1482379069
044254c044b36012afc15fa28602fcac74bae313a0e86435748d86feff99f542	1	0	49858cec10347f6f64c1262ffd3f26e9cca4ec8b25f41586b398ff2df6d5a16d	0	beb4e0f475aa99c2ff56b6dbd2ef8ee723bf49488f3c91219cf2e5dc5d743033	86259026284281109995747817047132690942965437940642291206186853674824148201523	40d52bd55725a4db5a774c89632e6c74ab9417b9f6108b6ce09539f92dee6ccf	29324663260866052022485579651303463686922880788752898124721742886825089723599	0x01	SIGHASH_ALL	1	1	0299d1a84fcdf037d7cd3902b798caefe9d71137cd8e4376e63c3c7acec14ffd2a	347347d88503f0159b56238e7ee5cd3cf2ae2313	p2sh	legacy	0	True		1	444529	1482379069
044254c044b36012afc15fa28602fcac74bae313a0e86435748d86feff99f542	1	1	49858cec10347f6f64c1262ffd3f26e9cca4ec8b25f41586b398ff2df6d5a16d	0	2cd80efecd2e7ce3ff702430165956ac627fe751de6d07c0b98a919f86ad5ea5	20283507797539304413718109245658933069009616016662034432166844701345567301285	31d64668d3895fbacce744179695c109774d515a266ad9cc1d8ce8ca891ef887	22541920800798761904788530005013634023956380045512569888905785536270420605063	0x01	SIGHASH_ALL	1	1	03c511b8fe3a5e60ad16bb14b0865f8a3f192ddb386c4f8d23f72edd24764e0e23	efb581a9340943a9c20d5d1112c499c41f129265	p2sh	legacy	0	True		1	444529	1482379069
044d6e8686525a4378074842f0f6de1bfa4fb8ba5b80b8bb9834c6fdc7a5e246	0	0	18f4f143860b6e69603ef2342fbd070d5b88fcddad03dfb200513c0734ba9ab5	3	639f4127411d5d901f4d007386d8347ab176521d8b64d9db5c203be1bd45dd41	45060350364850976179289026365441650583181618280339221274264693027537527627073	665aced69c93d4bb1b4c3ba77d06c9e3746a4657a05a24567193d21612814cbd	46296354336988783468247911349865389687422625601242027634504113352491837508797	0x01	SIGHASH_ALL	1	1	02abe0ca3479629dab900555e3e96107f0d5027de31265f8de150b4fc248c6a80e	a45cd983ab9bd1da0771fa1f24f9c12efaf9470a	p2sh	legacy	0	True		1	439135	1479271309
044d6e8686525a4378074842f0f6de1bfa4fb8ba5b80b8bb9834c6fdc7a5e246	0	1	18f4f143860b6e69603ef2342fbd070d5b88fcddad03dfb200513c0734ba9ab5	3	04aed65045ff7211607db3c792f19c99b982db5b785421161dabaf1b8307f010	2118161921490083320215885846526234288675712827675295932053579920238365372432	737ca9d7dacc8ed0a73b7138bcedb3f2f573f2a22b26fd4db53b8335a0ba5de6	52236238837671525173577055108200016439147276529489114114451771620671033597414	0x01	SIGHASH_ALL	1	1	03c511b8fe3a5e60ad16bb14b0865f8a3f192ddb386c4f8d23f72edd24764e0e23	efb581a9340943a9c20d5d1112c499c41f129265	p2sh	legacy	0	True		1	439135	1479271309
044d6e8686525a4378074842f0f6de1bfa4fb8ba5b80b8bb9834c6fdc7a5e246	1	0	48d77d2b34762a0f4443583f976d4b03cfdef0aff5f8af256525799d4cfc5c46	0	b9bd3e405077012fa649f80c701030efe3ece0f7bf1a133dfd022d1107a81075	84012240725331423200056080287568023223361315120710112643442959341306916638837	184c93c1897b1d807155f50a9b944a5cb6a6ce9a9b26c3018686a1fbe33837c6	10990808517382666134139596039423070684522371016789384395807512273935717119942	0x01	SIGHASH_ALL	1	1	02abe0ca3479629dab900555e3e96107f0d5027de31265f8de150b4fc248c6a80e	a45cd983ab9bd1da0771fa1f24f9c12efaf9470a	p2sh	legacy	0	True		1	439135	1479271309
044d6e8686525a4378074842f0f6de1bfa4fb8ba5b80b8bb9834c6fdc7a5e246	1	1	48d77d2b34762a0f4443583f976d4b03cfdef0aff5f8af256525799d4cfc5c46	0	d5fcf4b6b69a42e639b70f19461f09c566c74d38017f5da35bb1ae1d9aee375c	96789571160609100405747377944585520587320590988606172643559529475753821222748	6f3fa13a92461368f3ab0327a55384a22adb8794fc6b97deb86f28e7e2d325cf	50319150318066769401688228764057304186751307348016991361511832229388003517903	0x01	SIGHASH_ALL	1	1	03c511b8fe3a5e60ad16bb14b0865f8a3f192ddb386c4f8d23f72edd24764e0e23	efb581a9340943a9c20d5d1112c499c41f129265	p2sh	legacy	0	True		1	439135	1479271309
0453317509e9e524499e325df99223bbce5c33d623a4ab028e544cbbb643f197	0	0	88490a1cc2452b02fb4699266a642e63b277bcde916298a37e414d4fbf837d96	2	5dc9d81a720ff07c3791815d7876b81596eec6f14c3af876bf18156cf928f90e	42421722668445907813819354133819185040508870101688391941648796906864924752142	1e86953c136df05ef6b59557ddde26c2b2a469a09e612cd92e0ba9e693ca072e	13807172944026926776523671505962758902590350209257159923676378936309057193774	0x01	SIGHASH_ALL	1	1	03c0aa5ed8ef944df9b8df7c548ce5a154d6ea0913b31f691b7b83806e84abf779	06373eebe5259342123c09888a541e36c6ada1c7	p2sh	legacy	0	True		1	450713	1485772170
0453317509e9e524499e325df99223bbce5c33d623a4ab028e544cbbb643f197	0	1	88490a1cc2452b02fb4699266a642e63b277bcde916298a37e414d4fbf837d96	2	1066b66cc08e1087ad82dec5d44d2ff77b3492deac9b5777e7534f88e118dd66	7418483027727415325288901471841628686925275453324489571548991527008505224550	439272d43c322732ccab94f8c4726d79f755bbf5d1680077173865eee9835644	30563713047468088989876543075210526304905604587585192716897215720157331281476	0x01	SIGHASH_ALL	1	1	03c511b8fe3a5e60ad16bb14b0865f8a3f192ddb386c4f8d23f72edd24764e0e23	efb581a9340943a9c20d5d1112c499c41f129265	p2sh	legacy	0	True		1	450713	1485772170
0453317509e9e524499e325df99223bbce5c33d623a4ab028e544cbbb643f197	1	0	b4403482a13a34b091d538b7d8601f4fdc9e5ae0993ab70f281cb821a3fa8fb4	0	7cb9f35d0b5fa96511422c3f03e8b21304599e381add1b66ada464e7c8abeb8b	56415339564144131559805393077190140129288907590974233295897711207650337483659	25f1c5711966c37abe6de5dc1cc685731b0bb771ff1407da7a047af81f707f4d	17162748233371819903650965281666304239429127144945252490812631617324352307021	0x01	SIGHASH_ALL	1	1	03c0aa5ed8ef944df9b8df7c548ce5a154d6ea0913b31f691b7b83806e84abf779	06373eebe5259342123c09888a541e36c6ada1c7	p2sh	legacy	0	True		1	450713	1485772170
